Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Affiliations,Author Keywords,Index Keywords,Publisher,Language of Original Document,Document Type,Open Access,ISSN,EID
Silva B.C.; Madeira M.; D’alva C.B.; Maeda S.S.; de Holanda N.C.P.; Ohe M.N.; Szejnfeld V.; Zerbini C.A.F.; de Paula F.J.A.; Bandeira F.,"Silva, Barbara C. (35325747100); Madeira, Miguel (35746680000); D’alva, Catarina Brasil (7801359637); Maeda, Sergio Setsuo (55668155700); de Holanda, Narriane Chaves Pereira (55082014500); Ohe, Monique Nakayama (8845395500); Szejnfeld, Vera (7003491215); Zerbini, Cristiano A. F. (35552328000); de Paula, Francisco José Albuquerque (6603809896); Bandeira, Francisco (6603643769)",35325747100; 35746680000; 7801359637; 55668155700; 55082014500; 8845395500; 7003491215; 35552328000; 6603809896; 6603643769,Definition and management of very high fracture risk in women with postmenopausal osteoporosis: a position statement from the Brazilian Society of Endocrinology and Metabolism (SBEM) and the Brazilian Association of Bone Assessment and Metabolism (ABRASSO),2022,Archives of Endocrinology and Metabolism,12,10.20945/2359-3997000000522,"Unidade de Endocrinologia, Santa Casa de Belo Horizonte, MG, Belo Horizonte, Brazil; Unidade de Endocrinologia, Hospital Felício Rocho, MG, Belo Horizonte, Brazil; Departamento de Medicina, Centro Universitário de Belo Horizonte (UNI-BH), MG, Belo Horizonte, Brazil; Divisão de Endocrinologia e Metabolismo, Universidade Federal do Rio de Janeiro, RJ, Rio de Janeiro, Brazil; Departamento de Medicina Clínica, Universidade Federal do Ceará (UFC), CE, Fortaleza, Brazil; Unidade de Endocrinologia, Escola Paulista de Medicina, Universidade Federal de São Paulo, SP, São Paulo, Brazil; Divisão de Endocrinologia e Metabolismo, Universidade Federal da Paraíba, PB, João Pessoa, Brazil; Divisão de Reumatologia, Escola Paulista de Medicina, Universidade Federal de São Paulo, SP, São Paulo, Brazil; Centro Paulista de Investigação Clínica, SP, São Paulo, Brazil; Departamento de Clínica Médica, Faculdade de Medicina de Ribeirão Preto, Universidade de São Paulo, SP, Ribeirão Preto, Brazil; Divisão de Endocrinologia e Metabolismo, Faculdade de Medicina, Universidade de Pernambuco, PE, Recife, Brazil",anabolic; Osteoporosis; romosozumab; teriparatide; very high risk of fracture,"Anabolic Agents; Bone Density; Bone Density Conservation Agents; Brazil; Female; Humans; Osteoporosis; Osteoporosis, Postmenopausal; Osteoporotic Fractures; anabolic agent; bone density conservation agent; bone density; Brazil; complication; consensus development; female; fragility fracture; human; osteoporosis; postmenopause osteoporosis",Sociedade Brasileira de Endocrinologia e Metabologia,English,Article,All Open Access; Gold Open Access; Green Open Access,23593997,2-s2.0-85142400513
Miles-Novelo A.; Groves C.L.; Anderson K.B.; Pimentel C.E.; Escobedo G.S.B.; Plante C.; Mariano T.E.; Anderson C.A.,"Miles-Novelo, Andreas (57203900768); Groves, Christopher L. (56742886500); Anderson, Kathryn B. (55314404500); Pimentel, Carlos E. (23489966000); Escobedo, G. Stephanie Bouquet (57889615700); Plante, Courtney (44061911700); Mariano, Tailson E. (57193994717); Anderson, Craig A. (7404306567)",57203900768; 56742886500; 55314404500; 23489966000; 57889615700; 44061911700; 57193994717; 7404306567,Further Tests of the Media Violence–Aggression Link: Replication and Extension of the 7 Nations Project With Multiple Latinx Samples,2022,Psychology of Popular Media,11,10.1037/ppm0000428,"Department of Psychology, Iowa State University, United States; Department of Psychology, University of Wisconsin Oshkosh, United States; Department of Psychology, Our Lady of the Lake University, United States; Department of Psychology, Federal University of Paraíba, Brazil; Department of Social Psychology, Universidad Nacional Autónoma de México, Mexico; Department of Psychology, Bishops University, Canada",Aggression; Cross-cultural; Latinx; Media violence; Replication,,American Psychological Association,English,Article,,26896567,2-s2.0-85137984281
Froehner G.S.; Camargo C.H.F.; Fabiani G.; Meira A.T.; Filho R.M.; Munhoz R.P.; Teive H.A.G.,"Froehner, Gabriel Sampaio (57195435362); Camargo, Carlos Henrique Ferreira (7102253738); Fabiani, Giorgio (7006792281); Meira, Alex Tiburtino (57210446538); Filho, Raul Martins (57202573053); Munhoz, Renato Puppi (59157646400); Teive, Hélio Afonso Ghizoni (7007092542)",57195435362; 7102253738; 7006792281; 57210446538; 57202573053; 59157646400; 7007092542,Parkinson's Disease in Patients with Essential Tremor: A Prospective Clinical and Functional Neuroimaging Assessment,2022,Open Neurology Journal,2,10.2174/1874205X-v16-e2202071,"Neurological Diseases Group, Post-Graduate Program in Internal Medicine, Department of Internal Medicine, Hospital de Clínicas, Federal University of Paraná, Paraná, Curitiba, Brazil; Movement Disorders Unit, Neurology Service, Department of Internal Medicine, Hospital de Clínicas, Federal University of Paraná, Paraná, Curitiba, Brazil; Neurology Service, Hospital Angelina Caron, Paraná, Campina Grande do Sul, Brazil; Neurology Service, Department of Internal Medicine, Federal University of Paraiba, Paraiba, João Pessoa, Brazil; Centro de Medicina Nuclear do Paraná, CETAC-Center for Imaging Diagnosis, Paraná, Curitiba, Brazil; Movement Disorders Centre, Toronto Western Hospital, University of Toronto, Toronto, ON, Canada",Essential tremor; Neuroimaging assessment; Parkinson's disease; Patient; SPECT; TRODAT,dopamine transporter; technetium 99m; tracer; adult; Article; bradykinesia; central nervous system; clinical article; controlled study; disease exacerbation; essential tremor; facial expression; female; follow up; functional neuroimaging; human; hypokinesia; image analysis; incubation time; male; mental disease; motor dysfunction; neurologic examination; nuclear magnetic resonance imaging; occipital cortex; Parkinson disease; questionnaire; reconstruction algorithm; retrospective study; rigidity; scintigraphy; single photon emission computed tomography,Bentham Science Publishers,English,Article,All Open Access; Gold Open Access,1874205X,2-s2.0-85139163176
Alturki M.A.; Ban Kirigin T.; Kanovich M.; Nigam V.; Scedrov A.; Talcott C.,"Alturki, Musab A. (19638637200); Ban Kirigin, Tajana (57225069898); Kanovich, Max (56117921300); Nigam, Vivek (23390327300); Scedrov, Andre (6701808416); Talcott, Carolyn (7003406044)",19638637200; 57225069898; 56117921300; 23390327300; 6701808416; 7003406044,On the Formalization and Computational Complexity of Resilience Problems for Cyber-Physical Systems,2022,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4,10.1007/978-3-031-17715-6_8,"Runtime Verification Inc., Urbana, IL, United States; KFUPM, Dhahran, Saudi Arabia; Faculty of Mathematics, University of Rijeka, Rijeka, Croatia; University College, London, United Kingdom; Federal University of Paraíba, João Pessoa, Brazil; Munich Research Center, Huawei, Munich, Germany; University of Pennsylvania, Philadelphia, United States; SRI International, Menlo Park, United States",Computational complexity; Formal methods; Multiset rewriting; Planning; Resilience; Verification,Cyber Physical System; Embedded systems; Formal verification; Safety engineering; Autonomous Vehicles; Cybe-physical systems; Cyber-physical systems; Formalisation; Mission execution; Mission objectives; Multiset rewriting; PSPACE-complete; Resilience; Verification properties; Computational complexity,Springer Science and Business Media Deutschland GmbH,English,Conference paper,,03029743,2-s2.0-85140721593
Silva A.F.; Dalri R.C.M.B.; Eckeli A.L.; De Sousa Uva A.N.P.; Mendes A.M.O.C.; Robazzi M.L.C.C.,"Silva, Andressa Fernanda (57208247665); Dalri, Rita De Cássia De Marchi Barcellos (14049961400); Eckeli, Alan Luiz (6505809546); De Sousa Uva, António Neves Pires (57200855778); Mendes, Aida Maria De Oliveira Cruz (15844139900); Robazzi, Maria Lúcia Do Carmo Cruz (6603963913)",57208247665; 14049961400; 6505809546; 57200855778; 15844139900; 6603963913,"Sleep quality, personal and work variables and life habits of hospital nurses",2022,Revista Latino-Americana de Enfermagem,4,10.1590/1518-8345.5756.3538,"Universidade de São Paulo, Escola de Enfermagem de Ribeirão Preto, PAHO/WHO Collaborating Centre for Nursing Research Development, SP, Ribeirão Preto, Brazil; Scholarship holder at the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), Brazil; Universidade de São Paulo, Faculdade de Medicina de Ribeirão Preto, SP, Ribeirão Preto, Brazil; Universidade de Nova Lisboa, Escola Nacional de Saúde Pública, Lisboa, Portugal; Escola Superior de Enfermagem de Coimbra, Unidade de investigação em Ciências da Saúde: Enfermagem, Coimbra, Portugal; Universidade Federal da Paraíba, PB, João Pessoa, Brazil",Hospitals; Nursing; Occupational Health; Shift Work; Sleep; Sleep Disorders,,Escola de Enfermagem de Universidade de Sao Paulo,English,Article,All Open Access; Gold Open Access,01041169,2-s2.0-85134068281
Oitaven L.P.C.; Calado S.S.; da Costa H.N.; Cruz G.S.; Monrós J.S.; Mesquita D.O.; Teixeira Á.A.C.; Teixeira V.W.; de Moura G.J.B.,"Oitaven, Leonardo P.C. (57194276105); Calado, Sydnei S. (58133677300); da Costa, Hilton N. (57215433400); Cruz, Glaucilane S. (59853966200); Monrós, Juan S. (6603598240); Mesquita, Daniel O. (55664632900); Teixeira, Álvaro A.C. (15770223400); Teixeira, Valéria W. (57222900028); de Moura, Geraldo J.B. (55092178100)",57194276105; 58133677300; 57215433400; 59853966200; 6603598240; 55664632900; 15770223400; 57222900028; 55092178100,"Trophic ecology of Gymnodactylus geckoides Spix, 1825 (Squamata, Phyllodactylidae) from Caatinga, Northeastern Brazil",2022,Herpetozoa,5,10.3897/herpetozoa.35.e87199,"Laboratório de Estudos Herpetológicos e Paleoherpetológicos, Universidade Federal Rural de Pernambuco (UFRPE), Programa de Pósgraduação em Biociência Animal-UFRPE, Pernambuco, Recife, 52171900, Brazil; Laboratório de Fisiologia de Insetos, Universidade Federal Rural de Pernambuco (UFRPE), Pernambuco, Recife, 52171900, Brazil; Laboratori d'Ecologia de Vertebrats Terrestres, Institut “Cavanilles” de Biodiversitat i Biologia Evolutiva, Universitat de València, C/Catedrático José Beltrán nº2, Paterna, València, E-46980, Spain; Laboratório de Herpetologia, Universidade Federal da Paraíba (UFPB), Paraíba, João Pessoa, 58059-900, Brazil",biochemistry; gecko; prey composition; prey selection,,Pensoft Publishers,English,Article,All Open Access; Gold Open Access; Green Open Access,10134425,2-s2.0-85149622356
Villarim N.L.D.S.; Muniz I.D.A.F.; Perez D.E.D.C.; Martelli Junior H.; Machado R.A.; Cavalcanti Y.W.; Bonan P.R.F.,"Villarim, Natália Lins De Souza (57216848569); Muniz, Isis De Araújo Ferreira (59454630700); Perez, Danyel Elias Da Cruz (6508335786); Martelli Junior, Hercílio (6508289518); Machado, Renato Assis (55481403500); Cavalcanti, Yuri Wanderley (49863051000); Bonan, Paulo Rogério Ferreti (9533842700)",57216848569; 59454630700; 6508335786; 6508289518; 55481403500; 49863051000; 9533842700,Evaluation of the economic impact of COVID-19 on Brazilian private dental clinics: A cross-sectional study,2022,Work,5,10.3233/WOR-210989,"Postgraduate Program in Dentistry, Federal University of Paraíba, Brazil; Department of Clinical and Preventive Dentistry, Federal University of Pernambuco, Brazil; Postgraduate Program in Health Sciences and Primary Health Care, State University of Montes Claros, Brazil; Hospital for Rehabilitation of Craniofacial Anomalies, University of São Paulo (HRAC/USP), São Paulo, Bauru, Brazil; Department of Oral Diagnosis, School of Dentistry, University of Campinas (FOP/UNICAMP), Piracicaba São Paulo, Brazil",COVID-19; dental economics; dental offices; dentist's practice patterns; Dentists,Adult; Brazil; COVID-19; Cross-Sectional Studies; Dental Clinics; Dentists; Female; Humans; Pandemics; SARS-CoV-2; Surveys and Questionnaires; adult; Brazil; cross-sectional study; dental clinic; dentist; female; human; pandemic; questionnaire,IOS Press BV,English,Article,All Open Access; Bronze Open Access,10519815,2-s2.0-85123569349
de Oliveira H.C.; Silvério E.,"de Oliveira, Hilderline Câmara (57188992017); Silvério, Edson (57938171600)",57188992017; 57938171600,DISCIPLINARY PROSECUTION IN TRADE UNION: APPLICATION OF DISCIPLINARY PUNISHMENTS IN LIGHT OF THE PRINCIPLE OF NON BIS IN IDEM; [PERSECUÇÃO DISCIPLINAR EM SINDICÂNCIA: APLICAÇÃO DE PUNIÇÕES DISCIPLINARES EM FACE DO PRINCÍPIO NON BIS IN IDEM],2022,Revista Brasileira de Seguranca Publica,0,10.31060/RBSP.2022.V16.N3.1423,"SESAP Lotada no Hospital, Polícia Militar do Estado do RN, Brazil; Direitos Humanos, Políticas Públicas e Cidadania, UFPB, Brazil; Ciências Sociais - UFRN, Brazil; Serviço Social - UFRN, Brazil; Mediação e Conciliação de Conflitos, e Educação em Saúde, Socióloga, UNINTER, Brazil; PMRN, Brazil; UNP, Brazil; AADM-CPi - PM-RN, Brazil; Direito pela UERN, Brazil; Gestão de Segurança Pública-EALRN, Brazil",Disciplinary punishments; Military inquiry; Non bis in idem,,Forum Brasileiro de Seguranca Publica,Portuguese,Article,All Open Access; Gold Open Access; Green Open Access,19811659,2-s2.0-85140361794
Casimiro A.H.; Castillo A.A.V.; Chaple-Gil A.M.; Espinosa A.A.; de Souza A.D.; Mederos A.L.; Saburit A.B.; Vásquez A.P.C.; Delgado B.G.; Borrego C.E.P.; Rojas C.F.C.; Álvarez C.H.L.; de León Castañeda C.D.; Iturrioz C.S.; Pascual C.T.; Rivero D.V.; Marin D.A.; Batista D.O.; Santin D.M.; Álvarez E.B.; Barboza E.L.; Marrugo E.A.B.; Paredes E.A.A.; Pinzon E.Y.; Torres E.A.S.; Corrêa F.; Núñez F.C.; Cosío F.L.; de Melo Casacio G.D.; Amaral G.G.; Dante G.P.; González G.Z.; Mendoza H.D.; Vera I.A.; Mesa I.A.S.; Martínez I.D.L.; Gato J.E.C.; Díaz J.N.O.; Alhuay-Quispe J.; Anna J.S.; Olortegui J.G.; Gómez J.S.L.; Gouarnaluses J.A.B.; González J.J.V.; Boté J.J.; Bufrem L.S.; Palacios L.H.A.; Parra M.E.F.; Balbón M.A.S.; Martínez M.C.G.; Galvão M.C.B.; de las Mercedes Fernández Valdés M.; González M.J.P.; de Melo Bezerra M.V.; Rodríguez M.B.; Valentim M.L.P.; Vogel M.; Fernández M.J.; Sánchez-Tarragó N.; Vidal N.V.; Navarrete O.A.; Almaguer O.A.; de AlmeidaJúnior O.F.; de Araujo P.C.; Dal’Evedove P.R.; Fornaris P.C.; Columbié R.L.; Merens R.A.A.; Morales R.G.T.; Tartarotti R.C.D.; Mujica R.Z.; Juárez R.P.; Martos S.S.; Campos S.A.; Durán S.M.; Guerrero S.M.O.; Betancourt Y.G.P.; Lahaba Y.N.; Rodríguez Y.S.; Delgado Y.H.,"Casimiro, Adelaide Helena (57216952641); Castillo, Adrián Alejandro Vitón (59656811200); Chaple-Gil, Alain Manuel (57212272603); Espinosa, Alexander Almeida (59656946300); de Souza, Amanda Damasceno (56963360800); Mederos, Amed Leiva (35773489600); Saburit, Arelys Borrell (59656811300); Vásquez, Augusto Parcemon Cortez (59656388300); Delgado, Beatriz García (59652955800); Borrego, Carlos Enrique Piña (56741496500); Rojas, César Félix Cayo (57211395367); Álvarez, Cesar H. Limaymanta (59657220900); de León Castañeda, Christian Díaz (57221117152); Iturrioz, Claudia Silvera (54956732500); Pascual, Cristina Torres (56505593200); Rivero, Damaris Valero (56481311600); Marin, Dayron Avello (59656811400); Batista, Dianelis Olivera (57200437276); Santin, Dirce María (56871203900); Álvarez, Edgar Bisset (57113051700); Barboza, Elder Lópes (57202734936); Marrugo, Elias Alberto Bedoya (59657221000); Paredes, Emigdio Antonio Alfaro (57193533227); Pinzon, Eunice Yarce (59657221100); Torres, Ever Augusto Silva (59656946500); Corrêa, Fábio (56611480900); Núñez, Fabiola Cruz (59656811500); Cosío, Filiberto López (59656248400); de Melo Casacio, Gabriela Dominicci (57720710200); Amaral, Gabriela Gonçalves (57217295645); Dante, Gloria Ponjuán (25026835400); González, Grisel Zacca (57211332903); Mendoza, Hishochy Delgado (58804351000); Vera, Ileana Armenteros (57216530229); Mesa, Isidoro Alejandro Solernou (55616724000); Martínez, Iván David Lozada (59185154500); Gato, Jania Estela Cabrera (59656388400); Díaz, Jehová Nazario Oramas (59657086400); Alhuay-Quispe, Joel (57192393903); Anna, Jorge Santa (57206484012); Olortegui, José Gálvez (57023914500); Gómez, José Sammy López (57441070400); Gouarnaluses, Juan Arturo Berenguer (57720500300); González, Juan Jairo Vaca (59656946600); Boté, Juan José (59657221300); Bufrem, Leilah Santiago (34879435400); Palacios, Luis Horacio Aguiar (57203753479); Parra, Magaly Efigenia Fuentes (59656388600); Balbón, María Aurora Soto (59656946700); Martínez, María Carmen Gálvez (59656529500); Galvão, Maria Cristiane Barbosa (36342613300); de las Mercedes Fernández Valdés, María (57211356917); González, María Josefa Peralta (57220006998); de Melo Bezerra, Mariana Vieira (59656248500); Rodríguez, Mario Barrientos (59657221400); Valentim, Marta Lígia Pomin (6506857253); Vogel, Michely (58638031800); Fernández, Miriam Jorge (59656811600); Sánchez-Tarragó, Nancy (15832785400); Vidal, Niurka Vialart (55616754100); Navarrete, Oscar Arriola (26026782400); Almaguer, Osmany Aguilera (59656671900); de AlmeidaJúnior, Oswaldo Francisco (59656388700); de Araujo, Paula Carina (57194620527); Dal’Evedove, Paula Regina (56505405700); Fornaris, Pedro Calderón (59656248600); Columbié, Radamés Linares (25030077300); Merens, Rafael Agustín Avilés (59652956100); Morales, Raúl G. Torricella (59656811700); Tartarotti, Roberta Cristina Dal’Evedove (56505567400); Mujica, Roberto Zayas (59657060700); Juárez, Rolando Pablo (23492267400); Martos, Sandra Sanz (59656363100); Campos, Santiago Almeida (59205424800); Durán, Soraya Madero (57218915594); Guerrero, Susan Miriam Oblitas (58115771200); Betancourt, Yadian Guillermo Pérez (59653822700); Lahaba, Yadira Nieves (6508071875); Rodríguez, Yudayly Stable (59656785700); Delgado, Yusniel Hidalgo (59657194700)",57216952641; 59656811200; 57212272603; 59656946300; 56963360800; 35773489600; 59656811300; 59656388300; 59652955800; 56741496500; 57211395367; 59657220900; 57221117152; 54956732500; 56505593200; 56481311600; 59656811400; 57200437276; 56871203900; 57113051700; 57202734936; 59657221000; 57193533227; 59657221100; 59656946500; 56611480900; 59656811500; 59656248400; 57720710200; 57217295645; 25026835400; 57211332903; 58804351000; 57216530229; 55616724000; 59185154500; 59656388400; 59657086400; 57192393903; 57206484012; 57023914500; 57441070400; 57720500300; 59656946600; 59657221300; 34879435400; 57203753479; 59656388600; 59656946700; 59656529500; 36342613300; 57211356917; 57220006998; 59656248500; 59657221400; 6506857253; 58638031800; 59656811600; 15832785400; 55616754100; 26026782400; 59656671900; 59656388700; 57194620527; 56505405700; 59656248600; 25030077300; 59652956100; 59656811700; 56505567400; 59657060700; 23492267400; 59656363100; 59205424800; 57218915594; 58115771200; 59653822700; 6508071875; 59656785700; 59657194700,Revista cubana de información en ciencias de la salud,2022,Revista Cubana de Informacion en Ciencias de la Salud,0,,"Universidade Federal da Paraíba, Brazil; Universidad de Ciencias Médicas de Pinar del Río, Cuba; Universidad de Ciencias Médicas de La Habana, Cuba; Universidad Industrial de Santander, Colombia; Universidade Federal de Minas Gerais, Brazil; Universidad Central “Marta Abreu” de Las Villas, Cuba; Centro Nacional de Información de Ciencias Médicas, Cuba; Universidad Nacional Mayor de San Marcos, Peru; Centro de Aplicaciones Tecnológicas y Desarrollo Nuclear (CEADEN), Cuba; Facultad de Ciencias Médicas de Artemisa, Cuba; Universidad Privada San Juan Bautista, Peru; Universidad Michoacana de San Nicolás de Hidalgo, Mexico; Facultad de Odontología, Universidad de la República, Uruguay; Universidad de Girona, Spain; Universidad de Sancti Spíritus “José Martí Pérez”, Cuba; Universidad de La Habana, Cuba; Universidade Federal do Rio Grande do Sul, Brazil; Universidade Federal de Santa Catarina, Brazil; Universidade Federal de Mato Grosso do Sul (UFMS), Brazil; Fundación Universitaria Tecnológico Comfenalco, Colombia; Universidad César Vallejo, Peru; Universidad Mariana, Colombia; Universidad Pontificia Bolivariana, Colombia; Centro Universitario Newton Paiva, Brazil; Facultad de Enfermería, Universidad Veracruzana, Mexico; Universidad de las Ciencias Informática, Cuba; Universidade Estadual do Oeste do Paraná, Brazil; Universidade de São Paulo, Brazil; Facultad de Comunicación, Universidad de La Habana, Cuba; Pontificia Universidad Católica del Ecuador, Ecuador; Facultad de Ciencias Médicas Miguel Enríquez, Cuba; Universidad de Cartagena, Colombia; Instituto de Información Científica y Tecnológica (IDICT), Cuba; Universidad Privada San Juan Bautista, Escuela Profesional de Medicina Humana, Peru; Unidad de Oftalmología basada en Evidencias, Scientia Clinical and Epidemiological Research Institute, Peru; Universidad Autónoma de Nayarit, Mexico; Facultad de Estomatología, Universidad de Ciencias Médicas de Santiago de Cuba, Cuba; Universidad Nacional de Colombia, Colombia; Universitat de Barcelona, Spain; Universidade Federal de Pernambuco, Brazil; Universidad Autónoma de Baja California, Mexico; Instituto de Medicina del Deporte, Cuba; Universidad de Granada, Spain; Universidad Central “Marta Abreu”, Cuba; Universidade Estadual de Ceará, Brazil; Servicios de Pagos RED S.A, Cuba; Universidade Estadual Paulista, Brazil; Universidade Federal Fluminense, Brazil; Universidad de Ciencias Médicas de las Fuerzas Armadas Revolucionarias, Cuba; Universidade Federal de Rio Grande do Norte, Brazil; Escuela Nacional de Salud Pública, Cuba; Escuela Nacional de Biblioteconomía y Archivonomía, Mexico; Universidad de Holguín, Cuba; Universidade Federal do Paraná, Brazil; Universidad Federal de São Carlos, Brazil; Facultad Preparatoria de la Universidad de Ciencias Médicas de la Habana (UCMH), Cuba; Universidad Peruana de Ciencias Aplicadas, Peru; Universidad de la Habana, Cuba; Universidade Estadual de Campinas, Brazil; Universidad Nacional del Nordeste, Argentina; Universitat Oberta de Catalunya (UOC), Spain; Universidad de Ciencias Médicas de Matanzas, Cuba; Editorial de Ciencias Médicas, Cuba; Universidad Señor de Sipán, Peru; Universidad de las Ciencias Informáticas (UCI), Cuba; Empresa de Gestión del Conocimiento y la Tecnología (GECYT), Cuba; Instituto de Información en Ciencia y Tecnología (IDICT), Cuba",,,Centro Nacional de Informacion de Ciencias Medicas,Spanish,Editorial,,23072113,2-s2.0-85218936924
da Silva T.H.S.; Chaghouri M.; Tidahy H.L.; Gennequin C.; Abi-Aad E.; Cesário M.R.; Macedo D.A.,"da Silva, Thamyscira H. S. (57879901500); Chaghouri, Muriel (57221783989); Tidahy, Haingomalala Lucette (14052937700); Gennequin, Cédric (23491838200); Abi-Aad, Edmond (6701672734); Cesário, Moisés R. (36652431100); Macedo, Daniel A. (36624035900)",57879901500; 57221783989; 14052937700; 23491838200; 6701672734; 36652431100; 36624035900,The role of CO2 sorbents materials in SESMR for hydrogen production,2022,Heterogeneous Catalysis: Materials and Applications,1,10.1016/B978-0-323-85612-6.00006-1,"Environmental Chemistry and Life Interactions Unit (UCEIV), University of the Littoral Opal Coast, UR 4492, SFR Condorcet—FR CNRS 3417, Dunkerque, France; Federal University of Paraíba (UFPB), João Pessoa, Brazil",CH<sub>4</sub> conversion; CO<sub>2</sub> capture; Heterogeneous catalysts; Hydrogen; Sorbents; Sorption enhanced steam methane reforming; Steam methane reforming,,Elsevier,English,Book chapter,,,2-s2.0-85137563739
ARAÚJO R.K.C.; Fernández-Cara E.; Límaco J.; SOUZA D.A.,"ARAÚJO, RAUL K.C. (57217489491); Fernández-Cara, Enrique (7004712788); Límaco, Juan (56629612800); SOUZA, DIEGO A. (55850820100)",57217489491; 7004712788; 56629612800; 55850820100,REMARKS ON THE CONTROL OF TWO-PHASE STEFAN FREE-BOUNDARY PROBLEMS,2022,SIAM Journal on Control and Optimization,4,10.1137/21M1402261,"Department of Mathematics, Federal University of Pernambuco, Recife, 50740-545, Brazil; Institute de Mathématiques de Bordeaux, Université de Bordeaux 351, cours de la Libération, Talence, F 33405, France; Department of Numerical Analysis and Differential Equations, University of Seville, Seville, 41080, Spain; Department of Mathematics, Federal University of Paraiba, UFPB, PB, Joao Pessoa, CEP 58050-085, Brazil; IME, Universidade Federal Fluminense, Niteroi, 24020140, Brazil",Carleman inequalities; constrained observability inequalities; free-boundary problems; null controllability; two-phase Stefan problem,Boundary value problems; Controllability; Distributed parameter control systems; Carleman inequalities; Constrained observability inequality; Distributed-control; Free-boundary problems; Null controllability; Observability inequality; Solidification process; Stefan problem; Two phase; Two-phase Stefan problem; Observability,Society for Industrial and Applied Mathematics Publications,English,Article,All Open Access; Green Open Access,03630129,2-s2.0-85140040311
Lira dos Santos E.J.; Campos F.; Dantas A.M.X.; Lira M.L.L.A.; Wandsher V.F.; Silva N.R.D.; Valandro L.F.; Souza R.O.D.A.,"Lira dos Santos, Elis Janaina (57208034389); Campos, Fernanda (55002623800); Dantas, Alana Moura Xavier (57207696614); Lira, Maria Luiza Lima Alves (57206935019); Wandsher, Vinícius Felipe (57194730737); Silva, Nathalia Ramos da (57218531332); Valandro, Luiz Felipe (8316949000); Souza, Rodrigo Othávio de Assunção (57211110462)",57208034389; 55002623800; 57207696614; 57206935019; 57194730737; 57218531332; 8316949000; 57211110462,Bond strength and Weibull analysis of fiber posts luted with different cement types and mechanically aged,2022,Journal of Adhesion Science and Technology,1,10.1080/01694243.2021.1938473,"Department of Prosthodontics and Periodontics, Piracicaba Dental School, University of Campinas (FOP/UNICAMP), Piracicaba, Brazil; Institute of Science and Technology, São Paulo State University (UNESP/FOSJC), São José dos Campos, Brazil; Materials Engineering Academic Unit, Technology and Sciences Center, Federal University of Campina Grande (UFCG), Campina Grande, Brazil; Department of Dental Restorative Dentistry, Federal University of Paraíba (UFPB), João Pessoa, Brazil; Division of Prosthodontics, Department of Dental Restorative Dentistry, Federal University of Santa Maria (UFSM), Santa Maria, Brazil; Division of Prosthodontics, Department of Dentistry, Federal University of Rio Grande do Norte (UFRN), Natal, Brazil",bond strength; cementation; Fiber post; mechanical cycling; root dentine,Adhesives; Analysis of variance (ANOVA); Bond strength (materials); Canals; Curing; Glass; Hydraulic structures; Intercalation; Ionomers; Mammals; Resins; Acrylic resins; Composite core; Glass ionomer cement; Mechanical cycling; Reinforced glass; Self-adhesive; Two-way ANOVA; Weibull analysis; Cements,Taylor and Francis Ltd.,English,Article,All Open Access; Green Open Access,01694243,2-s2.0-85107850375
